userID,original_caption,final_caption,trial_number,image_name,startImageTime,deltaImageTime,startEditTime,deltaEditTime,group,priming,trial_occurrence
20240319161334,Customers interact with a vendor at a dimly lit outdoor market,A man and a woman of age around 30 are at a street food vendor who seems to be selling spices and drinks. There is a single bulb illuminating the scene with a taxi passing behind the subjects at speed. There is a tree to the left edge of the image with a person partially obscured by it,6,Image_6.png,599.048,122.949,606.314,114.037,default,before,1
20240319161334,"A lone figure stands beside a tranquil lake at dawn, under the shelter of a large tree","A lone man stands at the shore of a lake, facing away from the camera, and seems to be fishing. The sun is opposite the camera, and there is a mist above the lake, suggesting it is winter. There is a tree to the left of the photo and the man. The man looks surprisingly tiny given that he should be only a few meters to the right of the tree",7,Image_3.png,724.973,126.381,735.007,113.308,default,after,1
20240319161334,Two people sit on a bench overlooking a calm sea as the sun sets in the distance,"A couple sit on a bench overlooking a bay after the sun has set. Two small boats are on the bay, and there is a forest and cityscape at the opposite shore, far in front of the couple. The sky is mostly cloudy near the couple, but clear further away.",8,Image_11.png,851.354,103.729,858.933,93.764,default,after,1
20240319161334,People enjoy a leisurely walk on a paved pathway in a park with benches and lush grass on a cloudy day,"A senior man with a black dog both sit on a bench in a paved pathway in a park with lush grass on a cloudy day. A boy is dribbling a basketball as more senior people walk along the path. There are trees on the outer edge of the paved path, a fountain on the inner side, and a small building a few meters from the people, in the background.",9,Image_10.png,955.083,114.753,970.179,97.188,default,after,1
20240319161334,"A man in a red jacket sits on a bench surrounded by greenery, preparing a meal outdoors","A man in a red jacket, hat and white shorts sits on a bench surrounded by green plants up to knee height. He seems to be boiling a meal in a deep pot, with a plastic plate, red bottle and a thermos on the bench. He is dipping something into the pot",10,Image_7.png,1069.836,108.349,1078.033,88.084,default,after,1
20240319161334,A red off-road vehicle is perched on an uneven dirt path with a spectator in the distance.,"A red off-road mid-90s Jeep is perched on an uneven rocky part of a hill with a girl of age around 9 uphill just behind the SUV. The Jeep has offroad tires and suspension, and its front left wheel is off the ground. There is dry yellow grass behind the Jeep and the girl uphill in the background",11,Image_9.png,1178.186,134.952,1188.178,121.745,default,after,1
20240319161334,"A young individual stands in a grassy area, holding a rope, with a small fire in the foreground and open land in the background","A young teenage girl is holding a the reigns of a brown and blonde horse, both looking at small fire in the foreground. There is a man in his 50s in the background to the right, in front of another brown horse with dark hair. They are all on a grassy meadow and there's a forest in the background.",12,Image_1.png,1313.139,129.567,1322.396,108.564,default,after,1
20240320153731,People enjoy a leisurely walk on a paved pathway in a park with benches and lush grass on a cloudy day,"Four elderly people enjoy a leisurely walk on a paved pathway in a park with benches and lush grass on a cloudy day. A young boy in a red shirt is posed next to them with a basketball in hand, ready to dribble. An older woman in a blue shirt sits on a bench, watching people pass by. Closer to the foreground, an elderly man with sunglasses sits on a bench with his large gray dog sitting next to him on the same bench. Several people are gathered in a pavilion in the background, next to a grove of large evergreen trees.",1,Image_10.png,0.005,266.553,28.001,231.648,default,before,1
20240320153731,A young person is enjoying a sunny day outside on a scooter,"A young boy in a yellow shirt and helmet performs a scooter trick, jumping from the warm asphalt of the street onto the concrete sidewalk in a suburban neighborhood. There are no clouds to obscure the bright sun which illuminates the single story homes and bright red pickup truck behind him.",2,Image_12.png,266.558,143.672,276.458,127.590,default,before,1
20240320153731,Two people sit on a bench overlooking a calm sea as the sun sets in the distance,A middle-aged man and woman sit peacefully on a wooden bench overlooking a river. One medium sized fishing vessel and a smaller pleasure craft move slowly through the water as the sun sets in the distance behind scattered clouds and the skyscrapers of a large city on the opposite bank of the river.,3,Image_11.png,410.230,206.577,419.739,187.509,default,before,1
20240320153731,A red off-road vehicle is perched on an uneven dirt path with a spectator in the distance.,"On a the side of a hill in the desert, a red off-road vehicle with a man wearing sunglasses in the driver's seat is wedged between two large rocks with its front right tire stuck partially in the ground. The vehicle is tilted 45 degrees onto its right side. Behind the vehicle, a young girl in a green shirt observes the vehicle.",4,Image_9.png,616.807,260.288,643.850,223.894,default,before,1
20240320153731,"A young individual stands in a grassy area, holding a rope, with a small fire in the foreground and open land in the background","A teenaged girl holding a rope in a fenced-in grassy field stands next to a fully grown orange-brown horse. Both the girl and the horse gaze at a small fire in the foreground. The fire is made off twigs, logs, and kindling material. An older man watching the girl stands in the background closer to a dark brown horse. Behind the fenced-in field are two large fields at the edge of a forest.",5,Image_1.png,877.096,304.173,893.482,285.879,default,before,1
20240320153731,"A man in a red jacket sits on a bench surrounded by greenery, preparing a meal outdoors","A middle-aged man in a red jacket and hiking shoes sits outdoors on a wooden bench surrounded by torso-height ferns. He is preparing soup in a large pot next to him on the bench. A hiking stick rests on the bench behind him, and the occasional flower graces the sea of green surrounding him.",6,Image_7.png,1181.270,154.089,1195.626,128.343,default,before,1
20240320153731,City pedestrians walk by a colorful street vendor cart on a busy day,"A middle-aged man and a woman behind him walk away from an intersection and around a colorful street vendor cart on a crowded city block. The cart sits on the back of a yellow three-wheeled bicycle and is labeled 'puppet theatre'. Many large skyscrapers fill the background, and dozens of pedestrians fill the sidewalks of the nearby streets. Two police cars sit next to each other on the intersection.",7,Image_5.png,1337.182,269.670,1357.529,246.951,default,after,1
20240320153731,"A group of individuals stands by an indoor water feature, engaging with the exhibit","A group of young boys and girls stands by an indoor fish pool. One of the female toddlers grabs the edge of the pool while an older girl holds the younger girl from behind and a young woman reaches toward both of them. Several other children gaze at the scene of the young girl grabbing the edge of the pool. Inside the pool, three orange fish swim gently next to a green fern and artificial waterfall. Several adults stroll past a bright green wall in the background.",8,Image_2.png,1606.853,290.120,1623.530,271.317,default,after,1
20240320153731,Two athletes in a competitive chase for the ball during a soccer match,"Two young women wearing soccer jerseys jockey competitively for control of the ball during a soccer match on a smooth grassy field during a sunny afternoon. One woman with black hair wearing a white jersey opens her mouth wide as she is off balance, while the woman with blonde hair wearing a blue jersey stares on at her from behind with her left arm stretched out. Two other female athletes  jog slowly toward the scene in the background. Behind them, a black wire fence sits just before a row of green hedges.",9,Image_13.png,1896.974,223.588,1904.952,213.176,default,after,1
20240320153731,Customers interact with a vendor at a dimly lit outdoor market,"After dark, a middle-aged man and woman with a third person to their left interact with a food vendor at a dimly lit outdoor market. The vendor table contains several types of noodles and spices, and a taxi moves through the street behind the man and the woman.",10,Image_6.png,2120.562,113.377,2129.483,100.420,default,after,1
20240320153731,"A lone figure stands beside a tranquil lake at dawn, under the shelter of a large tree","A lone figure holding a fishing rod stands in front of a tranquil lake at dawn, under the shelter of a large tree. The sun shines through trees sitting on the other side of the lake and reflects off the surface of the water. Hazy fog lifts off the surface of the lake. Behind the figure, tall grasses grow off the gently sloping riverbank.",11,Image_3.png,2233.950,170.309,2250.009,151.945,default,after,1
20240320153731,"A traveler treks across a gentle snowy trail in a quiet forest, taking in the serene winter landscape","A mountain climber uses his climbing equipment to hold onto the side of a steep snowy incline. One evergreen tree sits just above him, and hiking poles are placed at the top of the incline. Footprints lead from the hiking poles down to the mountain climber. A shallow layer of snow covers the rocky path below the climber in the background.",12,Image_15.png,2404.259,232.958,2415.563,199.542,default,after,1
